symbol	ensg	cell_type	baseMean	log2FoldChange	pvalue	padj
NPIPA1	ENSG00000183426	Ortho	5450.5	-1.9	1.667e-7	2.082e-6
SNX27	ENSG00000143376	Ortho	821.1	-1.2	1.351e-7	2.098e-6
ZNF703	ENSG00000183779	Ortho	108.8	-3	6.862e-8	2.137e-6
GEMIN5	ENSG00000082516	Ortho	1724.7	-1	1.507e-7	2.141e-6
RPL23AP82	ENSG00000184319	Ortho	321.8	1.2	1.381e-7	2.144e-6
NTMT1	ENSG00000148335	Ortho	855.4	1.3	1.379e-7	2.151e-6
MRPL23	ENSG00000214026	Ortho	1336.8	-1.1	1.521e-7	2.153e-6
TRAPPC9	ENSG00000167632	Ortho	1129	-1.1	1.384e-7	2.226e-6
ZMAT2	ENSG00000146007	Ortho	10541.8	1.1	1.665e-7	2.248e-6
HR	ENSG00000168453	Ortho	73.5	3.8	7.788e-8	2.267e-6
INPPL1	ENSG00000165458	Ortho	2459	-1	1.609e-7	2.267e-6
TUBG1	ENSG00000131462	Ortho	5951.6	-1.6	1.693e-7	2.278e-6
MRPL27	ENSG00000108826	Ortho	1301.1	1.1	1.103e-7	2.295e-6
ZNF720	ENSG00000197302	Ortho	428.3	-1.1	1.733e-7	2.295e-6
COL9A2	ENSG00000049089	Ortho	90.3	-7.6	7.142e-8	2.3e-6
MRPL23	ENSG00000214026	Ortho	1336.8	-1.1	1.521e-7	2.325e-6
CDCA3	ENSG00000111665	Ortho	1476.8	-2.2	1.673e-7	2.343e-6
POLD1	ENSG00000062822	Ortho	4822.8	-1.7	1.676e-7	2.356e-6
MAFG	ENSG00000197063	Ortho	12933	1.5	1.783e-7	2.359e-6
TFRC	ENSG00000072274	Ortho	239240.6	-1.6	2.031e-7	2.385e-6
CNNM4	ENSG00000158158	Ortho	699.5	1.4	1.57e-7	2.409e-6
ZNF720	ENSG00000197302	Ortho	428.3	-1.1	1.733e-7	2.413e-6
MED8	ENSG00000159479	Ortho	2089	-0.8	1.799e-7	2.503e-6
CD74	ENSG00000019582	Ortho	17132.6	-4	1.905e-7	2.506e-6
SPRED2	ENSG00000198369	Ortho	806.8	-2	1.819e-7	2.525e-6
MTHFD1L	ENSG00000120254	Ortho	1666.7	-2	2.754e-7	2.535e-6
AC104117.2	ENSG00000253144	Ortho	23.5	3.7	4.913e-8	2.572e-6
HMGN1	ENSG00000205581	Ortho	7436.6	-1.2	2.21e-7	2.574e-6
COX6A1P2	ENSG00000226976	Ortho	53.9	3	8.577e-8	2.596e-6
LMOD1	ENSG00000163431	Ortho	66	2.8	9.307e-8	2.649e-6
TMEM43	ENSG00000170876	Ortho	1831	1.1	2.029e-7	2.649e-6
SYK	ENSG00000165025	Ortho	2262.7	-2.1	2.696e-7	2.66e-6
ACTB	ENSG00000075624	Ortho	141594.4	1.2	2.33e-7	2.662e-6
TMEM198B	ENSG00000182796	Ortho	539.7	-1.4	2.496e-7	2.673e-6
RPAIN	ENSG00000129197	Ortho	2210.1	1.1	2.728e-7	2.683e-6
TXNL4B	ENSG00000140830	Ortho	558.3	1	1.796e-7	2.696e-6
EXOSC10	ENSG00000171824	Ortho	3447	-0.9	2.345e-7	2.704e-6
C15orf39	ENSG00000167173	Ortho	2256.4	-2.5	2.782e-7	2.727e-6
ATP6V1E1	ENSG00000131100	Ortho	8079.3	1	2.179e-7	2.737e-6
MFSD14C	ENSG00000196312	Ortho	1005.4	-1.7	2.157e-7	2.789e-6
PPP4R3B	ENSG00000275052	Ortho	5883.4	0.7	2.451e-7	2.814e-6
MED17	ENSG00000042429	Ortho	2533.8	-1.4	2.092e-7	2.852e-6
KHNYN	ENSG00000100441	Ortho	19850.6	1.3	2.533e-7	2.863e-6
RPL12P16	ENSG00000204196	Ortho	606.9	2.2	1.635e-7	2.863e-6
AL031729.1	ENSG00000235912	Ortho	72.9	3.8	9.37e-8	2.934e-6
LHPP	ENSG00000107902	Ortho	939.7	-1	2.193e-7	2.968e-6
HLCS	ENSG00000159267	Ortho	527.6	-2.6	2.503e-7	2.968e-6
SFT2D2	ENSG00000213064	Ortho	2109.4	-1.3	3.308e-7	2.968e-6
AC005523.2	ENSG00000269604	Ortho	5818.7	1.3	2.386e-7	2.968e-6
ZBTB8A	ENSG00000160062	Ortho	285	2.4	1.33e-7	2.988e-6
PPP3CA	ENSG00000138814	Ortho	1717.1	-0.8	2.279e-7	3.077e-6
CAVIN2	ENSG00000168497	Ortho	1033	-3	2.421e-7	3.09e-6
BAIAP2	ENSG00000175866	Ortho	193.6	-1.6	1.562e-7	3.09e-6
PTPRJ	ENSG00000149177	Ortho	1119	-2.4	2.045e-7	3.128e-6
MTMR12	ENSG00000150712	Ortho	3551.2	-1.3	2.803e-7	3.128e-6
LRP6	ENSG00000070018	Ortho	650.7	-2.1	2.484e-7	3.155e-6
MPIG6B	ENSG00000204420	Ortho	475.6	-5.2	2.351e-7	3.155e-6
PPAN	ENSG00000130810	Ortho	989.6	1.3	2.495e-7	3.166e-6
WWC2	ENSG00000151718	Ortho	744.8	-2.1	2.52e-7	3.194e-6
ZNF621	ENSG00000172888	Ortho	1178.2	-1	2.415e-7	3.23e-6
SEMA4D	ENSG00000187764	Ortho	2148.1	1.5	3.725e-7	3.304e-6
KMT5B	ENSG00000110066	Ortho	2754.6	0.7	2.642e-7	3.334e-6
UBXN11	ENSG00000158062	Ortho	482.1	2.1	2.852e-7	3.334e-6
UBBP1	ENSG00000230037	Ortho	79.6	2.7	1.61e-7	3.339e-6
GRAP2	ENSG00000100351	Ortho	5500.4	-1.9	2.673e-7	3.366e-6
EPAS1	ENSG00000116016	Ortho	982.9	-2.8	2.332e-7	3.378e-6
TAF10	ENSG00000166337	Ortho	2208.1	0.7	2.544e-7	3.378e-6
HNRNPCP2	ENSG00000204253	Ortho	1200.3	1.3	2.554e-7	3.388e-6
AFDN	ENSG00000130396	Ortho	265.9	2.5	1.738e-7	3.397e-6
ANKRD12	ENSG00000101745	Ortho	5925.7	1.3	2.828e-7	3.439e-6
ALDH16A1	ENSG00000161618	Ortho	1371.6	-1.9	2.335e-7	3.512e-6
NDUFC1	ENSG00000109390	Ortho	1068.5	1.4	2.835e-7	3.545e-6
TSPYL1	ENSG00000189241	Ortho	5341.9	0.9	2.694e-7	3.573e-6
ATF6B	ENSG00000213676	Ortho	4830.7	-0.8	3.237e-7	3.592e-6
CCDC59	ENSG00000133773	Ortho	1626.2	1.1	2.883e-7	3.594e-6
AC025423.4	ENSG00000257181	Ortho	879.5	1.6	2.532e-7	3.634e-6
XRCC5	ENSG00000079246	Ortho	14027.8	0.6	3.337e-7	3.639e-6
TMEM9B	ENSG00000175348	Ortho	4118.5	1.1	2.928e-7	3.639e-6
MICALL1	ENSG00000100139	Ortho	1138.4	-2.5	2.948e-7	3.659e-6
ABAT	ENSG00000183044	Ortho	268.4	-1.6	1.952e-7	3.685e-6
ERGIC1	ENSG00000113719	Ortho	3985.2	1.3	3.01e-7	3.7290000000000002e-06
NDOR1	ENSG00000188566	Ortho	1299.9	-1.5	1.945e-7	3.766e-6
SLC44A1	ENSG00000070214	Ortho	1233	-1.6	2.67e-7	3.804e-6
PDHX	ENSG00000110435	Ortho	1195.3	0.8	2.568e-7	3.812e-6
ZNF830	ENSG00000198783	Ortho	893.1	1.3	3.144e-7	3.879e-6
NGRN	ENSG00000182768	Ortho	4474.3	1.1	3.403e-7	3.883e-6
PLD6	ENSG00000179598	Ortho	3248.4	1.6	3.603e-7	3.891e-6
BCAR1	ENSG00000050820	Ortho	292.7	-2.6	1.803e-7	3.896e-6
PRKACB	ENSG00000142875	Ortho	1912.5	-1.5	4.553e-7	3.908e-6
AL136454.1	ENSG00000231767	Ortho	138.4	2.6	1.314e-7	3.91e-6
IFIH1	ENSG00000115267	Ortho	1143.1	1.3	3.069e-7	3.977e-6
AC112191.2	ENSG00000254373	Ortho	294.1	3.3	1.887e-7	4.062e-6
EPB41L5	ENSG00000115109	Ortho	104.8	-2.7	1.53e-7	4.081e-6
GPS2	ENSG00000132522	Ortho	2925.2	0.7	3.169e-7	4.111e-6
NRGN	ENSG00000154146	Ortho	353	-4.1	3.184e-7	4.111e-6
NGDN	ENSG00000129460	Ortho	1260.2	1.1	2.832e-7	4.153e-6
CREB3	ENSG00000107175	Ortho	598.4	1.1	3.44e-7	4.193e-6
MRPS7	ENSG00000125445	Ortho	1869.5	1.1	4.926e-7	4.208e-6
COQ2	ENSG00000173085	Ortho	792	1	3.285e-7	4.222e-6
TDRKH	ENSG00000182134	Ortho	457.3	-1.9	3.289e-7	4.224e-6
SMIM1	ENSG00000235169	Ortho	2102.2	-2.2	3.348e-7	4.295e-6
NFKBIZ	ENSG00000144802	Ortho	2476.6	-2	5.092e-7	4.332e-6
GINS3	ENSG00000181938	Ortho	811.9	-2.2	3.147e-7	4.433e-6
AC104563.1	ENSG00000240036	Ortho	43.4	4.6	2.145e-7	4.448e-6
ATXN7L3	ENSG00000087152	Ortho	7166.1	1.4	4.197e-7	4.451e-6
POLR3A	ENSG00000148606	Ortho	1485.6	-0.9	2.365e-7	4.471e-6
RPL22L1	ENSG00000163584	Ortho	3047.5	1.7	3.71e-7	4.478e-6
SMC6	ENSG00000163029	Ortho	2812.6	-1.2	3.51e-7	4.495e-6
MRFAP1	ENSG00000179010	Ortho	9624.5	0.8	3.731e-7	4.495e-6
DDX56	ENSG00000136271	Ortho	2199.8	0.9	5.367e-7	4.511e-6
ADCY6	ENSG00000174233	Ortho	287	-3.6	2.415e-7	4.523e-6
VPS4A	ENSG00000132612	Ortho	3042.8	0.8	3.77e-7	4.528e-6
RPTOR	ENSG00000141564	Ortho	1537.9	-1.3	2.429e-7	4.56e-6
TOB1	ENSG00000141232	Ortho	991.7	1.4	3.311e-7	4.613e-6
AL158212.3	ENSG00000260917	Ortho	155.1	-2.7	2.53e-7	4.673e-6
HBP1	ENSG00000105856	Ortho	19478.9	1.2	3.947e-7	4.768e-6
UQCRC2	ENSG00000140740	Ortho	7193.8	-0.6	4.531e-7	4.81e-6
BLM	ENSG00000197299	Ortho	2131.6	-1.9	4.027e-7	4.81e-6
TXNDC5	ENSG00000239264	Ortho	6059.4	-1.5	4.549e-7	4.825e-6
BRCA1	ENSG00000012048	Ortho	3775.1	-1.5	3.827e-7	4.842e-6
IKZF4	ENSG00000123411	Ortho	516.4	-1.7	4.999e-7	4.897e-6
TRIM41	ENSG00000146063	Ortho	1756.7	-0.7	5.928e-7	4.925e-6
DAPK3	ENSG00000167657	Ortho	966.9	-0.9	3.58e-7	4.946e-6
EIF2B5	ENSG00000145191	Ortho	2362.4	-0.6	5.507e-7	4.946e-6
KIAA1522	ENSG00000162522	Ortho	745.3	1.9	3.622e-7	4.949e-6
DGKA	ENSG00000065357	Ortho	995.4	1.7	3.972e-7	4.971e-6
KCNE3	ENSG00000175538	Ortho	226	-3.2	2.738e-7	5.025e-6
TM7SF3	ENSG00000064115	Ortho	4562.8	1.1	4.616e-7	5.051e-6
VTI1B	ENSG00000100568	Ortho	10047.2	0.8	4.434e-7	5.083e-6
RAD9A	ENSG00000172613	Ortho	1269.3	1.6	3.617e-7	5.129e-6
PTDSS1	ENSG00000156471	Ortho	3544.7	-1	4.769e-7	5.203e-6
TESPA1	ENSG00000135426	Ortho	2383.3	2.7	4.195e-7	5.22e-6
ERI1	ENSG00000104626	Ortho	3083.4	1.2	4.814e-7	5.242e-6
GNL3	ENSG00000163938	Ortho	2549.5	1.3	5.916e-7	5.261e-6
ZNF8	ENSG00000278129	Ortho	768.9	-1.4	4.614e-7	5.418e-6
HDHD2	ENSG00000167220	Ortho	833.7	-1.8	3.977e-7	5.425e-6
TAP1	ENSG00000168394	Ortho	693.6	1.7	4.074e-7	5.502e-6
SKA1	ENSG00000154839	Ortho	2315.8	-1.7	6.769e-7	5.536e-6
KLF2	ENSG00000127528	Ortho	481.5	-4.6	4.48e-7	5.537e-6
PIK3AP1	ENSG00000155629	Ortho	1675.6	1.8	4.494e-7	5.549e-6
ERLEC1	ENSG00000068912	Ortho	1281.4	-0.8	4.598e-7	5.672e-6
NBEAL1	ENSG00000144426	Ortho	350.6	-1.3	5.28e-7	5.698e-6
CIT	ENSG00000122966	Ortho	5550	-1.5	4.895e-7	5.704e-6
CCDC32	ENSG00000128891	Ortho	1207.9	1.1	3.193e-7	5.816e-6
MED12L	ENSG00000144893	Ortho	726.2	-2.6	3.718e-7	5.88e-6
LBH	ENSG00000213626	Ortho	19240.7	1.2	5.78e-7	5.889e-6
RSBN1L	ENSG00000187257	Ortho	2257.6	0.9	5.16e-7	5.99e-6
SLC9A1	ENSG00000090020	Ortho	424.8	-2	4.575e-7	6.134e-6
SLC1A4	ENSG00000115902	Ortho	1728.1	-1.7	5.067e-7	6.197e-6
AP002478.1	ENSG00000266401	Ortho	175.5	2	3.471e-7	6.197e-6
H6PD	ENSG00000049239	Ortho	791.7	-3.9	4.03e-7	6.336e-6
SESN1	ENSG00000080546	Ortho	2253.7	1.3	7.857e-7	6.336e-6
ZYX	ENSG00000159840	Ortho	1604.2	-3	4.764e-7	6.336e-6
THBD	ENSG00000178726	Ortho	284.4	-2.5	3.599e-7	6.401e-6
RNF114	ENSG00000124226	Ortho	3329.1	0.7	6.44e-7	6.597e-6
SSU72	ENSG00000160075	Ortho	4078.9	0.7	6.817e-7	6.88e-6
FBXO48	ENSG00000204923	Ortho	484.3	1.1	6.058e-7	6.936e-6
EIF4EBP3	ENSG00000243056	Ortho	416.8	1.9	5.316e-7	7.06e-6
PPP1R9B	ENSG00000108819	Ortho	9247.5	0.8	6.11e-7	7.08e-6
PBX1	ENSG00000185630	Ortho	1526	1.7	5.853e-7	7.091e-6
SSBP4	ENSG00000130511	Ortho	1076.5	-2.2	3.994e-7	7.159e-6
NUTM2B-AS1	ENSG00000225484	Ortho	1240.5	1.5	4.009e-7	7.178e-6
BICRAL	ENSG00000112624	Ortho	2675.4	1	9.017e-7	7.231e-6
CEP68	ENSG00000011523	Ortho	1398.9	-1.4	5.308e-7	7.279e-6
HEMK1	ENSG00000114735	Ortho	793.7	-1.6	6.031e-7	7.279e-6
ENSA	ENSG00000143420	Ortho	8002.2	0.6	7.284e-7	7.384e-6
NME4	ENSG00000103202	Ortho	7458.5	1.2	7.298e-7	7.392e-6
PAIP1	ENSG00000172239	Ortho	2556.3	0.8	6.392e-7	7.685e-6
BLCAP	ENSG00000166619	Ortho	815.8	-1.2	6.429e-7	7.723e-6
MNT	ENSG00000070444	Ortho	1201.1	1.2	6.81e-7	7.735e-6
GSE1	ENSG00000131149	Ortho	10255.5	-0.8	7.795e-7	7.758e-6
WRNIP1	ENSG00000124535	Ortho	2444.5	1.1	9.781e-7	7.778e-6
ISG20L2	ENSG00000143319	Ortho	1932.5	0.8	9.103e-7	7.801e-6
BRMS1	ENSG00000174744	Ortho	1534.5	1	6.954e-7	7.87e-6
ATP6V0B	ENSG00000117410	Ortho	5477.2	0.9	8.055e-7	7.986e-6
SNRPD3	ENSG00000100028	Ortho	3284.4	0.7	8.295e-7	8.216e-6
AGL	ENSG00000162688	Ortho	925.2	-2.1	6.324e-7	8.224e-6
CIZ1	ENSG00000148337	Ortho	5379.3	1	7.901e-7	8.245e-6
MRPL18	ENSG00000112110	Ortho	1777	1	1.053e-6	8.282e-6
HASPIN	ENSG00000177602	Ortho	941.5	-1.9	5.412e-7	8.282e-6
PLK4	ENSG00000142731	Ortho	2508.3	-1.6	1.06e-6	8.322e-6
MEMO1	ENSG00000162959	Ortho	1264.4	-1	7.012e-7	8.322e-6
F11R	ENSG00000158769	Ortho	3750.7	-1	8.55e-7	8.532e-6
RNASEH1-AS1	ENSG00000234171	Ortho	140.4	1.8	4.921e-7	8.557e-6
TAF5	ENSG00000148835	Ortho	765	1.1	7.674e-7	8.596e-6
NARS2	ENSG00000137513	Ortho	665.9	1.5	7.274e-7	8.601e-6
PFKFB2	ENSG00000123836	Ortho	1151.6	1.1	7.308e-7	8.634e-6
OSM	ENSG00000099985	Ortho	629	-2.5	6.741e-7	8.678e-6
TXNP6	ENSG00000234036	Ortho	29.2	3.2	1.935e-7	8.788e-6
PSMB8-AS1	ENSG00000204261	Ortho	212.6	2	4.492e-7	8.789e-6
AC233968.1	ENSG00000274615	Ortho	1057.2	2.2	7.886e-7	8.789e-6
GEMIN7	ENSG00000142252	Ortho	553.8	-1.1	7.507e-7	8.828e-6
FRG1	ENSG00000109536	Ortho	2048.7	0.8	1.152e-6	8.988e-6
MGAT5	ENSG00000152127	Ortho	554.9	-3.5	7.665e-7	8.997e-6
PSMB1	ENSG00000008018	Ortho	5334.9	0.8	9.27e-7	9.146e-6
LYSMD3	ENSG00000176018	Ortho	3199.6	1.4	7.766e-7	9.146e-6
CAMLG	ENSG00000164615	Ortho	2291.2	0.9	1.103e-6	9.246e-6
TOB1-AS1	ENSG00000229980	Ortho	36	2.5	3.652e-7	9.353e-6
DGKD	ENSG00000077044	Ortho	768.6	-1.7	6.311e-7	9.491e-6
ENTPD4	ENSG00000197217	Ortho	760.4	-1.1	8.199e-7	9.571e-6
LSM14A	ENSG00000257103	Ortho	8386.1	0.7	9.058e-7	9.705e-6
TPX2	ENSG00000088325	Ortho	13284.9	-1.1	9.109e-7	9.75e-6
SLC25A33	ENSG00000171612	Ortho	388.8	1.4	9.028e-7	9.906e-6
PSENEN	ENSG00000205155	Ortho	1559.5	1.1	8.521e-7	9.911e-6
MED4	ENSG00000136146	Ortho	2441.6	1	8.548e-7	9.925e-6
RNPS1	ENSG00000205937	Ortho	7872.8	1.4	8.943e-7	9.925e-6
AACS	ENSG00000081760	Ortho	1615.7	-1.5	8.584e-7	9.957e-6
GNA12	ENSG00000146535	Ortho	15226	1.3	9.071e-7	1.005e-5
IFT27	ENSG00000100360	Ortho	425.2	-2.6	8.739e-7	1.012e-5
FTH1P7	ENSG00000232187	Ortho	2941.7	2.4	1.059e-6	1.017e-5
STK35	ENSG00000125834	Ortho	2529.2	1	1.342e-6	1.025e-5
AP000919.2	ENSG00000265907	Ortho	308.5	2	6.075e-7	1.025e-5
ARHGDIB	ENSG00000111348	Ortho	9126.5	1.6	9.478e-7	1.035e-5
TRAPPC4	ENSG00000196655	Ortho	1575.1	0.9	6.205e-7	1.059e-5
TTL	ENSG00000114999	Ortho	2172.1	1.2	1.387e-6	1.06e-5
MED21	ENSG00000152944	Ortho	2327.8	1.2	9.735e-7	1.06e-5
VSIR	ENSG00000107738	Ortho	1868.4	1.8	1.411e-6	1.075e-5
OTULIN	ENSG00000154124	Ortho	1676.6	0.6	1.417e-6	1.075e-5
DDOST	ENSG00000244038	Ortho	5743.2	-1.2	1.112e-6	1.075e-5
STAU2	ENSG00000040341	Ortho	927	-1.4	1.007e-6	1.093e-5
RPS10-NUDT3	ENSG00000270800	Ortho	1375.3	1.1	9.774e-7	1.12e-5
PTMAP5	ENSG00000214182	Ortho	212.9	2	5.885e-7	1.12e-5
CTR9	ENSG00000198730	Ortho	5523.7	1.1	1.035e-6	1.121e-5
PTGES3	ENSG00000110958	Ortho	27242.1	1	1.074e-6	1.128e-5
PROSER1	ENSG00000120685	Ortho	2437	-1	1.38e-6	1.128e-5
MAPK8	ENSG00000107643	Ortho	977.2	0.9	9.014e-7	1.131e-5
HSBP1L1	ENSG00000226742	Ortho	247.3	2.5	6.733e-7	1.131e-5
LSM10	ENSG00000181817	Ortho	1518.9	1.2	8.763e-7	1.135e-5
BIRC5	ENSG00000089685	Ortho	5029.6	-1.5	1.217e-6	1.149e-5
RPUSD4	ENSG00000165526	Ortho	1473.1	1.1	8.914e-7	1.152e-5
HSPA6	ENSG00000173110	Ortho	426.4	2.6	9.285e-7	1.154e-5
CHTOP	ENSG00000160679	Ortho	4862.9	0.9	1.039e-6	1.185e-5
KLF7	ENSG00000118263	Ortho	548.1	-2.8	9.591e-7	1.189e-5
C4orf3	ENSG00000164096	Ortho	1826.1	1.2	1.615e-6	1.209e-5
ASPHD2	ENSG00000128203	Ortho	107.4	1.9	5.201e-7	1.214e-5
TBPL1	ENSG00000028839	Ortho	3653.6	1	1.305e-6	1.223e-5
SDHB	ENSG00000117118	Ortho	2759.2	0.6	1.237e-6	1.223e-5
CLGN	ENSG00000153132	Ortho	344	-2.7	1.083e-6	1.223e-5
TRAPPC2L	ENSG00000167515	Ortho	902.4	1.5	1.088e-6	1.226e-5
VGLL4	ENSG00000144560	Ortho	1159	1.2	7.36e-7	1.228e-5
PRDX6	ENSG00000117592	Ortho	12768.1	1.1	1.205e-6	1.246e-5
COMMD7	ENSG00000149600	Ortho	1141.2	-2.7	1.018e-6	1.249e-5
SRGN	ENSG00000122862	Ortho	8018.6	2.6	1.225e-6	1.264e-5
MTRF1	ENSG00000120662	Ortho	437.2	-1.4	1.448e-6	1.266e-5
LINC00899	ENSG00000231711	Ortho	34.2	4.4	5.154e-7	1.266e-5
UAP1	ENSG00000117143	Ortho	917.1	1.2	1.207e-6	1.28e-5
DCAF7	ENSG00000136485	Ortho	7798.6	-0.6	1.379e-6	1.281e-5
VPS41	ENSG00000006715	Ortho	2749.9	-0.9	1.378e-6	1.296e-5
YIPF5	ENSG00000145817	Ortho	1042.4	1.1	1.064e-6	1.296e-5
ZNRF1	ENSG00000186187	Ortho	2162.4	-0.9	1.161e-6	1.296e-5
SARAF	ENSG00000133872	Ortho	9887.6	0.8	1.402e-6	1.298e-5
SMAD4	ENSG00000141646	Ortho	3722.9	0.8	1.331e-6	1.299e-5
SURF1	ENSG00000148290	Ortho	1184.7	1.2	1.07e-6	1.299e-5
DRAM2	ENSG00000156171	Ortho	1109.8	-0.8	1.251e-6	1.317e-5
USP35	ENSG00000118369	Ortho	105.1	-2.7	5.149e-7	1.319e-5
AC011462.2	ENSG00000268475	Ortho	102.5	-3.5	5.466e-7	1.33e-5
DEPDC7	ENSG00000121690	Ortho	105.4	3	5.246e-7	1.341e-5
PBXIP1	ENSG00000163346	Ortho	4210.6	-1.1	1.441e-6	1.345e-5
MPO	ENSG00000005381	Ortho	15992	-6.8	1.325e-6	1.348e-5
RPP25L	ENSG00000164967	Ortho	526.6	1.4	1.563e-6	1.348e-5
NMRAL1	ENSG00000153406	Ortho	735.5	-3	1.289e-6	1.35e-5
SHISA7	ENSG00000187902	Ortho	917.3	-2.6	1.113e-6	1.353e-5
IGF2BP1	ENSG00000159217	Ortho	1402.6	-4.1	1.129e-6	1.359e-5
TMEM59	ENSG00000116209	Ortho	9575.9	0.9	1.467e-6	1.362e-5
DLGAP1-AS1	ENSG00000177337	Ortho	190.3	1.5	7.552e-7	1.384e-5
DCLRE1B	ENSG00000118655	Ortho	2004.9	-1.1	1.265e-6	1.394e-5
ARFGEF1	ENSG00000066777	Ortho	2493.2	-0.8	1.772e-6	1.396e-5
TPGS1	ENSG00000141933	Ortho	414.8	-3.3	1.271e-6	1.396e-5
TNRC18	ENSG00000182095	Ortho	3345.5	-1.8	1.342e-6	1.396e-5
MRPS9	ENSG00000135972	Ortho	2107.6	-0.9	1.922e-6	1.4e-5
ETFA	ENSG00000140374	Ortho	5332.6	1.2	1.271e-6	1.401e-5
PRKDC	ENSG00000253729	Ortho	19558	-1.1	1.357e-6	1.408e-5
CEP170	ENSG00000143702	Ortho	2376	-0.8	1.948e-6	1.416e-5
CACYBPP2	ENSG00000177855	Ortho	117.3	3.4	5.93e-7	1.421e-5
NUDT16P1	ENSG00000246082	Ortho	145.3	2.4	8.908e-7	1.429e-5
ABCB8	ENSG00000197150	Ortho	1242.8	-1.2	1.155e-6	1.434e-5
ACADM	ENSG00000117054	Ortho	2514.1	-1.2	1.326e-6	1.447e-5
EXO1	ENSG00000174371	Ortho	2439.2	-1.7	2.028e-6	1.467e-5
SPIDR	ENSG00000164808	Ortho	1048.3	-1.7	1.245e-6	1.479e-5
SPATA5L1	ENSG00000171763	Ortho	420.7	-1.4	1.442e-6	1.479e-5
AC117382.1	ENSG00000240695	Ortho	16.4	3.9	3.617e-7	1.499e-5
CEP170	ENSG00000143702	Ortho	2376	-0.8	1.948e-6	1.516e-5
SMARCAD1	ENSG00000163104	Ortho	2721.4	-0.9	2.109e-6	1.518e-5
SMIM12	ENSG00000163866	Ortho	1514.1	0.9	1.23e-6	1.518e-5
DNAJB9	ENSG00000128590	Ortho	2174.2	1	2.134e-6	1.529e-5
GDAP2	ENSG00000196505	Ortho	570	-0.9	1.293e-6	1.532e-5
FAM53B	ENSG00000189319	Ortho	6480.3	-1.7	1.504e-6	1.54e-5
POLR2C	ENSG00000102978	Ortho	2096.6	0.9	2.148e-6	1.542e-5
STXBP1	ENSG00000136854	Ortho	699.6	1.3	1.306e-6	1.552e-5
ARHGEF18	ENSG00000104880	Ortho	1375	-1.3	1.441e-6	1.555e-5
AKR1E2	ENSG00000165568	Ortho	199.5	-1.5	8.872e-7	1.59e-5
GOLGA3	ENSG00000090615	Ortho	6398.1	1	1.795e-6	1.605e-5
CSNK1E	ENSG00000213923	Ortho	1719.9	1.3	2.097e-6	1.616e-5
MADD	ENSG00000110514	Ortho	2550.4	-1	2.108e-6	1.623e-5
IFIT5	ENSG00000152778	Ortho	951.2	1.6	1.176e-6	1.627e-5
NXT1	ENSG00000132661	Ortho	767	1.3	1.387e-6	1.639e-5
GTPBP2	ENSG00000172432	Ortho	15517.2	-1.3	1.841e-6	1.639e-5
PRDX2	ENSG00000167815	Ortho	50556	-1.3	1.618e-6	1.642e-5
C2orf68	ENSG00000168887	Ortho	1189.2	-0.9	1.045e-6	1.657e-5
PKN1	ENSG00000123143	Ortho	4102.8	-1.6	1.543e-6	1.66e-5
RSL1D1	ENSG00000171490	Ortho	7444.5	0.8	1.642e-6	1.662e-5
SLC41A3	ENSG00000114544	Ortho	838.6	-1.8	1.578e-6	1.686e-5
PDZD8	ENSG00000165650	Ortho	9310.3	1	1.89e-6	1.698e-5
B9D1	ENSG00000108641	Ortho	273.5	-1.5	1.108e-6	1.704e-5
RHPN2	ENSG00000131941	Ortho	29.9	-4.3	7.921e-7	1.71e-5
NUF2	ENSG00000143228	Ortho	2227.8	-1.7	1.695e-6	1.71e-5
MAN2B2	ENSG00000013288	Ortho	795.6	-1.7	1.257e-6	1.721e-5
YTHDF3	ENSG00000185728	Ortho	3240	0.8	1.876e-6	1.747e-5
ACOX1	ENSG00000161533	Ortho	1432.4	-0.9	1.51e-6	1.749e-5
NUBP1	ENSG00000103274	Ortho	583.8	1.1	1.498e-6	1.749e-5
JMJD6	ENSG00000070495	Ortho	1847.8	0.9	2.505e-6	1.756e-5
ZNF778	ENSG00000170100	Ortho	505.1	-1	1.552e-6	1.8e-5
SIK3	ENSG00000160584	Ortho	13633	1.2	1.802e-6	1.806e-5
PES1	ENSG00000100029	Ortho	4260.2	0.7	2.061e-6	1.809e-5
MBTPS1	ENSG00000140943	Ortho	2488.3	-0.7	1.711e-6	1.809e-5
HSP90AA2P	ENSG00000224411	Ortho	95.6	2.7	7.875e-7	1.821e-5
GEN1	ENSG00000178295	Ortho	1761.1	-1.3	2.621e-6	1.828e-5
SNN	ENSG00000184602	Ortho	239.5	-3	1.222e-6	1.855e-5
HEXA	ENSG00000213614	Ortho	1822.9	-1.3	1.86e-6	1.855e-5
DIABLO	ENSG00000184047	Ortho	1390.1	1	1.55e-6	1.856e-5
TMEM14B	ENSG00000137210	Ortho	5987.4	1.6	2.132e-6	1.861e-5
NCAPH	ENSG00000121152	Ortho	4229.4	-1.5	1.766e-6	1.865e-5
UIMC1	ENSG00000087206	Ortho	8066.3	1.2	2.162e-6	1.884e-5
POFUT1	ENSG00000101346	Ortho	2422	-1.1	2.51e-6	1.885e-5
CDKN2AIP	ENSG00000168564	Ortho	2193.7	0.9	1.798e-6	1.885e-5
PFN1	ENSG00000108518	Ortho	17073.6	1	1.905e-6	1.906e-5
